Seq( ),RAJ2000(deg),DEJ2000(deg),M( ),Jmag(mag),e_Jmag(mag),o_Jmag( ),Hmag(mag),e_Hmag(mag),o_Hmag( ),Ksmag(mag),e_Ksmag(mag),o_Ksmag( ),J-H(mag),H-Ks(mag),J-Ks(mag),recno()
30980.0,296.1786,-14.89968, ,18.017,0.051,14.0,17.292,0.048,15.0,17.074,0.09,13.0,0.725,0.218,0.943,194.0
30187.0,296.17862,-14.94409, ,16.807,0.018,13.0,16.121,0.012,12.0,16.005,0.037,12.0,0.686,0.116,0.802,195.0
40020.0,296.17863,-14.85974, ,17.75,0.046,26.0,16.798,0.031,29.0,16.54,0.052,30.0,0.952,0.258,1.21,196.0
11185.0,296.17863,-14.7883, ,17.565,0.046,16.0,16.839,0.023,14.0,16.661,0.076,15.0,0.726,0.178,0.904,197.0
12432.0,296.17865,-14.79169, ,17.614,0.037,15.0,17.049,0.043,18.0,16.904,0.1,16.0,0.565,0.145,0.71,198.0
30091.0,296.17868,-14.94172, ,15.245,0.01,14.0,14.853,0.016,15.0,14.785,0.03,13.0,0.392,0.068,0.46,199.0
30999.0,296.17869,-14.89578, ,18.128,0.044,11.0,17.424,0.073,15.0,17.172,0.094,14.0,0.704,0.252,0.956,200.0
12269.0,296.17869,-14.80231, ,18.468,0.073,17.0,17.537,0.023,11.0,17.299,0.175,18.0,0.931,0.238,1.169,201.0
11293.0,296.17873,-14.77686, ,17.702,0.049,18.0,16.708,0.04,16.0,16.198,0.043,15.0,0.994,0.51,1.504,202.0
31127.0,296.17874,-14.87638, ,17.959,0.093,14.0,17.04,0.062,15.0,16.585,0.057,12.0,0.919,0.455,1.374,203.0
31499.0,296.17879,-14.93376, ,18.51,0.075,14.0,17.813,0.064,14.0,17.507,0.059,12.0,0.697,0.306,1.003,204.0
21521.0,296.17882,-14.73825, ,19.112,0.162,14.0,18.24,0.139,16.0,17.913,0.154,14.0,0.872,0.327,1.199,205.0
30608.0,296.17883,-14.86871, ,17.729,0.075,14.0,16.593,0.062,15.0,15.855,0.04,12.0,1.136,0.738,1.874,206.0
10034.0,296.17888,-14.78605, ,14.07,0.016,18.0,13.672,0.012,17.0,13.586,0.027,18.0,0.398,0.086,0.484,207.0
10870.0,296.17892,-14.82286,S,17.525,0.035,15.0,16.528,0.038,17.0,16.19,0.054,17.0,0.997,0.338,1.335,208.0
13798.0,296.17892,-14.78717, ,18.736,0.125,17.0,17.962,0.064,14.0,17.799,0.176,17.0,0.774,0.163,0.937,209.0
13835.0,296.17894,-14.78448, ,18.636,0.092,15.0,17.7,0.054,15.0,17.456,0.131,15.0,0.936,0.244,1.18,210.0
40021.0,296.17895,-14.73874, ,16.041,0.017,14.0,15.325,0.026,26.0,15.107,0.032,29.0,0.716,0.218,0.934,211.0
30574.0,296.17899,-14.88175, ,17.641,0.033,12.0,16.683,0.05,15.0,16.324,0.062,14.0,0.958,0.359,1.317,212.0
20701.0,296.17905,-14.62984, ,17.517,0.283,5.0,16.646,0.022,12.0,16.355,0.049,16.0,0.871,0.291,1.162,213.0
13759.0,296.17907,-14.79046, ,18.556,0.052,15.0,17.634,0.029,14.0,17.354,0.12,16.0,0.922,0.28,1.202,214.0
30941.0,296.17907,-14.9072, ,17.486,0.052,14.0,17.076,0.048,15.0,17.032,0.058,14.0,0.41,0.044,0.454,215.0
11273.0,296.17909,-14.77972,s,17.627,0.209,18.0,16.426,0.137,16.0,15.711,0.068,14.0,1.201,0.715,1.916,216.0
10047.0,296.1791,-14.75685, ,14.07,0.011,18.0,13.666,0.019,18.0,13.548,0.026,18.0,0.404,0.118,0.522,217.0
13687.0,296.1791,-14.79716, ,18.741,0.054,16.0,17.819,0.03,13.0,17.573,0.068,12.0,0.922,0.246,1.168,218.0
13126.0,296.1791,-14.84624, ,18.788,0.188,18.0,17.843,0.04,12.0,17.617,0.144,16.0,0.945,0.226,1.171,219.0
21876.0,296.17911,-14.6662, ,18.351,0.078,16.0,17.86,0.051,15.0,17.74,0.081,13.0,0.491,0.12,0.611,220.0
31658.0,296.17913,-14.89714, ,18.494,0.105,13.0,17.733,0.034,12.0,17.557,0.095,12.0,0.761,0.176,0.937,221.0
13637.0,296.17925,-14.80056, ,18.527,0.084,16.0,17.934,0.023,11.0,17.878,0.046,11.0,0.593,0.056,0.649,222.0
21658.0,296.17928,-14.72257, ,18.916,0.123,16.0,17.979,0.071,16.0,17.764,0.115,15.0,0.937,0.215,1.152,223.0
13445.0,296.17929,-14.81672, ,18.24,0.073,17.0,17.691,0.046,16.0,17.542,0.125,17.0,0.549,0.149,0.698,224.0
11731.0,296.1793,-14.85024, ,18.248,0.056,15.0,17.617,0.067,16.0,17.395,0.113,16.0,0.631,0.222,0.853,225.0
31686.0,296.17933,-14.8913, ,18.67,0.121,14.0,17.98,0.085,14.0,17.792,0.145,13.0,0.69,0.188,0.878,226.0
20596.0,296.17937,-14.68816, ,17.435,0.026,15.0,16.485,0.024,14.0,16.089,0.058,15.0,0.95,0.396,1.346,227.0
40022.0,296.17942,-14.74269, ,17.458,0.113,26.0,16.434,0.08,35.0,15.87,0.073,34.0,1.024,0.564,1.588,228.0
40023.0,296.17949,-14.85361, ,18.56,0.054,17.0,17.647,0.126,20.0,17.56,0.151,30.0,0.913,0.087,1.0,229.0
11882.0,296.1795,-14.83383, ,18.095,0.029,12.0,17.259,0.011,11.0,17.056,0.051,13.0,0.836,0.203,1.039,230.0
21213.0,296.17951,-14.67845, ,18.246,0.021,12.0,17.616,0.05,16.0,17.302,0.117,15.0,0.63,0.314,0.944,231.0
21103.0,296.17951,-14.70565, ,18.039,0.043,14.0,17.505,0.073,17.0,17.39,0.136,15.0,0.534,0.115,0.649,232.0
40024.0,296.17952,-14.84982, ,18.266,0.033,14.0,17.558,0.042,27.0,17.448,0.105,28.0,0.708,0.11,0.818,233.0
30537.0,296.17953,-14.89055, ,16.874,0.022,14.0,16.376,0.037,15.0,16.248,0.033,11.0,0.498,0.128,0.626,234.0
31190.0,296.17954,-14.86678, ,17.972,0.051,12.0,17.317,0.064,14.0,17.021,0.079,13.0,0.655,0.296,0.951,235.0
40025.0,296.17955,-14.753, ,16.798,0.048,28.0,15.769,0.038,28.0,15.218,0.045,30.0,1.029,0.551,1.58,236.0
21494.0,296.17959,-14.74167, ,18.819,0.034,10.0,17.849,0.033,13.0,17.614,0.109,15.0,0.97,0.235,1.205,237.0
21758.0,296.1796,-14.70236, ,18.712,0.124,16.0,17.986,0.056,13.0,17.7,0.08,15.0,0.726,0.286,1.012,238.0
40027.0,296.17963,-14.85833, ,17.599,0.116,32.0,16.482,0.056,30.0,15.863,0.049,31.0,1.117,0.619,1.736,239.0
30026.0,296.17965,-14.95281, ,14.246,0.01,14.0,13.822,0.007,13.0,13.747,0.035,14.0,0.424,0.075,0.499,240.0
40026.0,296.17965,-14.7371,s,17.492,0.186,16.0,16.356,0.154,31.0,15.587,0.101,27.0,1.136,0.769,1.905,241.0
30612.0,296.17976,-14.86774, ,17.554,0.019,10.0,16.629,0.042,15.0,16.313,0.049,13.0,0.925,0.316,1.241,242.0
21914.0,296.17978,-14.65497, ,18.81,0.102,15.0,17.954,0.07,14.0,17.629,0.164,14.0,0.856,0.325,1.181,243.0
21328.0,296.17982,-14.63528, ,18.737,0.138,14.0,18.069,0.115,16.0,17.688,0.084,12.0,0.668,0.381,1.049,244.0
20456.0,296.17985,-14.73014, ,17.159,0.018,13.0,16.543,0.025,14.0,16.392,0.071,17.0,0.616,0.151,0.767,245.0
40028.0,296.17992,-14.86116, ,16.203,0.02,28.0,15.557,0.026,31.0,15.287,0.033,28.0,0.646,0.27,0.916,246.0
10941.0,296.17992,-14.81584, ,17.619,0.047,16.0,16.857,0.04,16.0,16.745,0.06,15.0,0.762,0.112,0.874,247.0
14105.0,296.17992,-14.75767,L,19.228,0.392,17.0,17.444,0.33,16.0,15.981,0.257,16.0,1.784,1.463,3.247,248.0
31945.0,296.17993,-14.85587, ,18.614,0.157,10.0,17.898,0.141,15.0,17.649,0.087,12.0,0.716,0.249,0.965,249.0
40029.0,296.17997,-14.8538, ,18.546,0.092,22.0,17.739,0.102,33.0,17.532,0.083,24.0,0.807,0.207,1.014,250.0
20249.0,296.17998,-14.71928, ,16.704,0.023,16.0,16.249,0.009,13.0,16.134,0.06,17.0,0.455,0.115,0.57,251.0
21069.0,296.18002,-14.71172, ,18.307,0.038,11.0,17.364,0.053,17.0,17.121,0.087,15.0,0.943,0.243,1.186,252.0
12704.0,296.18004,-14.76474, ,18.001,0.023,12.0,17.085,0.023,14.0,16.807,0.056,14.0,0.916,0.278,1.194,253.0
21967.0,296.18008,-14.63106, ,18.076,0.071,8.0,17.772,0.077,16.0,17.645,0.071,13.0,0.304,0.127,0.431,254.0
13321.0,296.1801,-14.82726, ,18.593,0.114,17.0,17.804,0.033,14.0,17.618,0.05,12.0,0.789,0.186,0.975,255.0
11308.0,296.18011,-14.7748, ,16.917,0.02,15.0,16.395,0.026,16.0,16.256,0.056,17.0,0.522,0.139,0.661,256.0
40030.0,296.18012,-14.75091,L,17.02,0.159,23.0,16.275,0.2,30.0,15.807,0.117,29.0,0.745,0.468,1.213,257.0
20238.0,296.18016,-14.7259, ,16.754,0.027,15.0,16.222,0.02,14.0,16.099,0.068,16.0,0.532,0.123,0.655,258.0
12521.0,296.18016,-14.7831, ,18.055,0.063,15.0,17.339,0.023,12.0,17.224,0.085,14.0,0.716,0.115,0.831,259.0
10023.0,296.18017,-14.83975, ,14.188,0.015,17.0,13.589,0.014,17.0,13.491,0.03,17.0,0.599,0.098,0.697,260.0
10849.0,296.18018,-14.82542, ,17.463,0.122,18.0,16.472,0.12,18.0,15.967,0.081,18.0,0.991,0.505,1.496,261.0
30212.0,296.18025,-14.92444, ,16.697,0.025,13.0,15.988,0.025,15.0,15.74,0.029,12.0,0.709,0.248,0.957,262.0
30886.0,296.18028,-14.91953, ,17.649,0.014,10.0,16.976,0.031,13.0,16.831,0.025,9.0,0.673,0.145,0.818,263.0
40031.0,296.18029,-14.86445, ,15.775,0.013,21.0,15.01,0.03,28.0,14.777,0.047,28.0,0.765,0.233,0.998,264.0
10075.0,296.18032,-14.80587, ,15.078,0.014,15.0,14.632,0.012,16.0,14.546,0.034,18.0,0.446,0.086,0.532,265.0
11762.0,296.18032,-14.8462, ,17.993,0.047,16.0,17.367,0.035,15.0,17.314,0.097,16.0,0.626,0.053,0.679,266.0
21245.0,296.18032,-14.66877, ,18.237,0.067,14.0,17.617,0.026,12.0,17.406,0.085,14.0,0.62,0.211,0.831,267.0
30832.0,296.18038,-14.93486, ,18.042,0.023,11.0,17.077,0.051,15.0,16.824,0.107,14.0,0.965,0.253,1.218,268.0
13932.0,296.18038,-14.77615, ,18.563,0.071,16.0,17.659,0.069,17.0,17.348,0.064,14.0,0.904,0.311,1.215,269.0
10888.0,296.18039,-14.82113, ,17.913,0.325,17.0,16.797,0.209,17.0,16.273,0.114,16.0,1.116,0.524,1.64,270.0
31849.0,296.1804,-14.868, ,18.671,0.02,9.0,17.767,0.061,13.0,17.489,0.164,14.0,0.904,0.278,1.182,271.0
40033.0,296.18042,-14.85729, ,17.4,0.03,27.0,16.609,0.032,30.0,16.39,0.035,27.0,0.791,0.219,1.01,272.0
40032.0,296.18042,-14.74855, ,17.788,0.135,30.0,16.876,0.103,36.0,16.373,0.091,31.0,0.912,0.503,1.415,273.0
10145.0,296.18049,-14.82198, ,16.282,0.016,14.0,15.552,0.016,16.0,15.353,0.044,16.0,0.73,0.199,0.929,274.0
21648.0,296.18052,-14.7238, ,18.959,0.05,14.0,18.166,0.102,15.0,17.922,0.19,15.0,0.793,0.244,1.037,275.0
21798.0,296.18055,-14.69363, ,18.93,0.079,13.0,18.037,0.028,11.0,17.856,0.176,16.0,0.893,0.181,1.074,276.0
12601.0,296.18057,-14.7755, ,18.438,0.079,15.0,17.617,0.046,16.0,17.315,0.093,13.0,0.821,0.302,1.123,277.0
21281.0,296.18057,-14.6565, ,18.387,0.076,15.0,17.574,0.075,16.0,17.324,0.102,14.0,0.813,0.25,1.063,278.0
21264.0,296.18062,-14.66261, ,18.556,0.058,12.0,17.693,0.028,12.0,17.314,0.081,15.0,0.863,0.379,1.242,279.0
13966.0,296.18064,-14.77327, ,18.578,0.087,14.0,17.727,0.049,10.0,17.614,0.109,16.0,0.851,0.113,0.964,280.0
30172.0,296.18066,-14.96289, ,16.358,0.017,13.0,15.796,0.016,15.0,15.718,0.039,13.0,0.562,0.078,0.64,281.0
10905.0,296.18067,-14.81959, ,17.808,0.024,11.0,16.828,0.042,18.0,16.569,0.072,17.0,0.98,0.259,1.239,282.0
31185.0,296.18069,-14.8673, ,17.578,0.043,14.0,17.029,0.018,10.0,16.717,0.018,10.0,0.549,0.312,0.861,283.0
21210.0,296.18078,-14.68001, ,18.766,0.045,13.0,17.914,0.07,15.0,17.707,0.149,16.0,0.852,0.207,1.059,284.0
40034.0,296.18088,-14.74725, ,16.447,0.022,27.0,15.745,0.027,31.0,15.466,0.039,33.0,0.702,0.279,0.981,285.0
20531.0,296.18089,-14.7143, ,17.618,0.027,14.0,16.84,0.029,15.0,16.611,0.044,14.0,0.778,0.229,1.007,286.0
20296.0,296.18091,-14.6771, ,16.892,0.026,15.0,16.215,0.02,16.0,15.99,0.035,15.0,0.677,0.225,0.902,287.0
31038.0,296.18094,-14.89016, ,17.689,0.024,13.0,17.209,0.051,15.0,17.08,0.035,10.0,0.48,0.129,0.609,288.0
30804.0,296.18097,-14.94527, ,17.71,0.054,14.0,17.015,0.038,14.0,16.789,0.043,14.0,0.695,0.226,0.921,289.0
11823.0,296.181,-14.83948, ,17.553,0.06,16.0,17.448,0.051,17.0,17.503,0.226,17.0,0.105,-0.055,0.05,290.0
20970.0,296.18102,-14.72709, ,18.293,0.027,11.0,17.502,0.042,14.0,17.326,0.035,11.0,0.791,0.176,0.967,291.0
40035.0,296.18111,-14.75145, ,17.58,0.05,29.0,16.869,0.045,32.0,16.663,0.065,28.0,0.711,0.206,0.917,292.0
13873.0,296.18112,-14.78179, ,18.66,0.082,18.0,17.826,0.035,14.0,17.546,0.137,16.0,0.834,0.28,1.114,293.0
20669.0,296.18115,-14.64569, ,17.371,0.022,14.0,16.745,0.029,15.0,16.434,0.072,17.0,0.626,0.311,0.937,294.0
21199.0,296.18116,-14.68306, ,18.321,0.047,14.0,17.628,0.068,16.0,17.355,0.041,10.0,0.693,0.273,0.966,295.0
12563.0,296.18117,-14.77934, ,18.142,0.065,17.0,17.173,0.054,16.0,16.836,0.092,17.0,0.969,0.337,1.306,296.0
31493.0,296.18123,-14.93492, ,18.876,0.069,13.0,18.005,0.115,14.0,17.836,0.138,13.0,0.871,0.169,1.04,297.0
13518.0,296.18123,-14.81027, ,18.724,0.078,16.0,17.794,0.053,13.0,17.596,0.175,17.0,0.93,0.198,1.128,298.0
21445.0,296.18125,-14.7464, ,18.908,0.09,13.0,17.944,0.126,16.0,17.754,0.176,15.0,0.964,0.19,1.154,299.0
21605.0,296.18132,-14.72866, ,18.51,0.06,15.0,17.865,0.066,17.0,17.511,0.094,14.0,0.645,0.354,0.999,300.0
13410.0,296.18136,-14.81938, ,18.547,0.045,13.0,17.802,0.093,15.0,17.681,0.082,13.0,0.745,0.121,0.866,301.0
10488.0,296.18137,-14.77733, ,16.497,0.014,14.0,15.92,0.023,18.0,15.778,0.04,18.0,0.577,0.142,0.719,302.0
21963.0,296.1814,-14.63336, ,18.733,0.119,11.0,18.073,0.046,11.0,17.895,0.141,14.0,0.66,0.178,0.838,303.0
11163.0,296.18141,-14.79058, ,16.929,0.017,13.0,16.717,0.025,15.0,16.632,0.042,14.0,0.212,0.085,0.297,304.0
10746.0,296.18143,-14.83897, ,17.565,0.123,16.0,16.569,0.1,16.0,16.144,0.071,16.0,0.996,0.425,1.421,305.0
20493.0,296.18146,-14.7237, ,17.91,0.218,14.0,16.971,0.209,16.0,16.404,0.152,17.0,0.939,0.567,1.506,306.0
11984.0,296.18152,-14.82295, ,18.219,0.077,18.0,17.696,0.031,12.0,17.593,0.153,18.0,0.523,0.103,0.626,307.0
31158.0,296.18155,-14.87138, ,17.833,0.049,13.0,16.969,0.045,15.0,16.643,0.016,12.0,0.864,0.326,1.19,308.0
13648.0,296.18156,-14.79951, ,18.965,0.083,16.0,17.991,0.079,14.0,17.702,0.077,12.0,0.974,0.289,1.263,309.0
21775.0,296.18158,-14.699, ,18.615,0.034,11.0,17.978,0.068,14.0,17.75,0.123,14.0,0.637,0.228,0.865,310.0
13122.0,296.18168,-14.84668, ,18.695,0.087,16.0,17.803,0.048,14.0,17.645,0.196,18.0,0.892,0.158,1.05,311.0
40036.0,296.18173,-14.8569, ,17.189,0.031,29.0,16.444,0.021,26.0,16.219,0.052,32.0,0.745,0.225,0.97,312.0
11103.0,296.18174,-14.79712, ,17.195,0.02,15.0,16.497,0.03,17.0,16.235,0.053,15.0,0.698,0.262,0.96,313.0
11417.0,296.18177,-14.75779, ,17.398,0.044,17.0,16.432,0.037,18.0,15.997,0.016,14.0,0.966,0.435,1.401,314.0
30885.0,296.18188,-14.9199, ,18.001,0.037,12.0,17.068,0.019,12.0,16.782,0.074,14.0,0.933,0.286,1.219,315.0
31431.0,296.182,-14.95152, ,18.841,0.092,13.0,17.922,0.052,11.0,17.678,0.156,14.0,0.919,0.244,1.163,316.0
12496.0,296.18202,-14.78503,s,18.175,0.278,17.0,16.809,0.253,18.0,15.738,0.219,18.0,1.366,1.071,2.437,317.0
20262.0,296.18208,-14.70874, ,17.129,0.027,16.0,16.3,0.018,14.0,16.105,0.071,16.0,0.829,0.195,1.024,318.0
31525.0,296.1821,-14.92703, ,18.816,0.067,12.0,17.956,0.065,12.0,17.699,0.105,12.0,0.86,0.257,1.117,319.0
40037.0,296.18211,-14.85126, ,17.919,0.049,20.0,17.533,0.045,29.0,17.425,0.047,21.0,0.386,0.108,0.494,320.0
31491.0,296.18216,-14.93518, ,18.648,0.068,13.0,17.797,0.076,14.0,17.657,0.137,13.0,0.851,0.14,0.991,321.0
12620.0,296.18217,-14.77359, ,18.334,0.046,16.0,17.667,0.054,13.0,17.446,0.113,16.0,0.667,0.221,0.888,322.0
21626.0,296.18219,-14.72663, ,18.729,0.057,12.0,17.891,0.071,16.0,17.67,0.187,16.0,0.838,0.221,1.059,323.0
30931.0,296.18219,-14.90887, ,18.275,0.066,12.0,17.249,0.011,9.0,16.993,0.047,12.0,1.026,0.256,1.282,324.0
12309.0,296.1822,-14.79981, ,18.008,0.051,14.0,17.025,0.021,15.0,16.726,0.063,16.0,0.983,0.299,1.282,325.0
30540.0,296.18221,-14.88971, ,17.611,0.022,11.0,16.938,0.021,12.0,16.669,0.059,13.0,0.673,0.269,0.942,326.0
30863.0,296.18224,-14.92569, ,17.722,0.017,11.0,17.199,0.039,14.0,17.12,0.088,13.0,0.523,0.079,0.602,327.0
10939.0,296.18227,-14.81592, ,17.686,0.034,15.0,16.692,0.018,14.0,16.407,0.05,15.0,0.994,0.285,1.279,328.0
31151.0,296.1823,-14.87245, ,18.275,0.068,14.0,17.319,0.039,15.0,17.006,0.086,14.0,0.956,0.313,1.269,329.0
12468.0,296.18231,-14.78843, ,17.995,0.063,17.0,17.035,0.078,17.0,16.761,0.101,17.0,0.96,0.274,1.234,330.0
20471.0,296.18238,-14.72799, ,17.19,0.012,11.0,16.444,0.025,14.0,16.199,0.054,16.0,0.746,0.245,0.991,331.0
40038.0,296.18238,-14.85939, ,18.802,0.162,29.0,17.899,0.089,27.0,17.708,0.148,29.0,0.903,0.191,1.094,332.0
10061.0,296.18246,-14.84081, ,15.094,0.021,18.0,14.353,0.012,18.0,14.155,0.031,17.0,0.741,0.198,0.939,333.0
11917.0,296.18247,-14.82989, ,17.887,0.034,15.0,17.028,0.038,16.0,16.817,0.064,17.0,0.859,0.211,1.07,334.0
21290.0,296.18256,-14.65182, ,17.568,0.033,14.0,16.934,0.056,17.0,16.648,0.084,16.0,0.634,0.286,0.92,335.0
10042.0,296.18258,-14.76983, ,14.179,0.014,13.0,13.352,0.03,18.0,13.029,0.035,18.0,0.827,0.323,1.15,336.0
10012.0,296.1826,-14.81221, ,13.507,0.016,18.0,12.864,0.006,13.0,12.745,0.025,18.0,0.643,0.119,0.762,337.0
10447.0,296.18263,-14.79198, ,16.151,0.018,15.0,15.694,0.015,15.0,15.589,0.019,13.0,0.457,0.105,0.562,338.0
40039.0,296.18266,-14.86594, ,17.647,0.033,19.0,16.677,0.058,29.0,16.295,0.052,21.0,0.97,0.382,1.352,339.0
40040.0,296.18268,-14.85882, ,15.33,0.023,32.0,14.462,0.02,31.0,14.205,0.024,29.0,0.868,0.257,1.125,340.0
40041.0,296.1827,-14.86356, ,17.594,0.02,20.0,16.678,0.043,28.0,16.326,0.056,25.0,0.916,0.352,1.268,341.0
10130.0,296.1827,-14.8364, ,16.065,0.093,15.0,15.033,0.088,16.0,14.481,0.06,17.0,1.032,0.552,1.584,342.0
13233.0,296.1827,-14.8359, ,18.832,0.302,15.0,17.847,0.145,15.0,17.605,0.115,14.0,0.985,0.242,1.227,343.0
20376.0,296.18276,-14.74774, ,17.414,0.055,16.0,16.863,0.032,14.0,16.751,0.08,16.0,0.551,0.112,0.663,344.0
11009.0,296.1828,-14.80784, ,17.483,0.026,16.0,16.577,0.031,17.0,16.283,0.067,18.0,0.906,0.294,1.2,345.0
12555.0,296.18283,-14.7805, ,18.191,0.054,16.0,17.29,0.033,15.0,17.126,0.073,15.0,0.901,0.164,1.065,346.0
31571.0,296.18286,-14.91588, ,18.445,0.05,12.0,17.813,0.071,15.0,17.533,0.097,11.0,0.632,0.28,0.912,347.0
21284.0,296.18286,-14.65505, ,18.305,0.064,14.0,17.634,0.057,17.0,17.298,0.059,13.0,0.671,0.336,1.007,348.0
13588.0,296.18288,-14.80374, ,18.646,0.079,15.0,17.823,0.057,14.0,17.564,0.079,15.0,0.823,0.259,1.082,349.0
40042.0,296.18289,-14.74223, ,17.738,0.057,25.0,16.795,0.061,35.0,16.273,0.07,36.0,0.943,0.522,1.465,350.0
21949.0,296.18289,-14.63981, ,18.401,0.063,14.0,17.889,0.023,10.0,17.526,0.071,12.0,0.512,0.363,0.875,351.0
40043.0,296.18291,-14.86508, ,17.743,0.054,24.0,16.805,0.041,25.0,16.489,0.049,24.0,0.938,0.316,1.254,352.0
10175.0,296.18292,-14.78785, ,15.945,0.027,16.0,15.198,0.016,16.0,14.975,0.021,15.0,0.747,0.223,0.97,353.0
10727.0,296.18293,-14.84182, ,17.551,0.016,10.0,16.606,0.031,17.0,16.293,0.048,16.0,0.945,0.313,1.258,354.0
10008.0,296.18297,-14.83667, ,13.354,0.018,18.0,12.903,0.008,16.0,12.819,0.033,18.0,0.451,0.084,0.535,355.0
20333.0,296.18298,-14.63168, ,16.56,0.01,9.0,15.923,0.02,13.0,15.558,0.035,15.0,0.637,0.365,1.002,356.0
10182.0,296.18299,-14.77823, ,15.631,0.021,18.0,15.102,0.007,13.0,14.981,0.026,17.0,0.529,0.121,0.65,357.0
21505.0,296.18301,-14.74058, ,19.051,0.072,12.0,18.111,0.074,15.0,18.02,0.333,17.0,0.94,0.091,1.031,358.0
13803.0,296.18305,-14.78688, ,18.412,0.051,13.0,17.798,0.071,16.0,17.489,0.163,18.0,0.614,0.309,0.923,359.0
10824.0,296.18307,-14.82907, ,17.751,0.048,15.0,16.868,0.037,16.0,16.504,0.034,14.0,0.883,0.364,1.247,360.0
12351.0,296.18309,-14.79702, ,18.059,0.031,14.0,17.334,0.038,14.0,17.137,0.099,17.0,0.725,0.197,0.922,361.0
21120.0,296.1831,-14.70222, ,18.614,0.012,8.0,17.677,0.036,14.0,17.375,0.097,16.0,0.937,0.302,1.239,362.0
11920.0,296.18314,-14.82978, ,18.352,0.065,16.0,17.469,0.055,18.0,17.308,0.108,17.0,0.883,0.161,1.044,363.0
31816.0,296.18314,-14.87291, ,18.84,0.083,11.0,18.069,0.103,10.0,17.657,0.06,11.0,0.771,0.412,1.183,364.0
21815.0,296.18315,-14.6885, ,18.583,0.043,12.0,17.833,0.057,14.0,17.677,0.106,15.0,0.75,0.156,0.906,365.0
31732.0,296.18316,-14.88416, ,18.896,0.106,12.0,17.933,0.038,11.0,17.705,0.152,13.0,0.963,0.228,1.191,366.0
30840.0,296.18317,-14.93237, ,18.114,0.068,14.0,17.17,0.029,13.0,17.028,0.091,14.0,0.944,0.142,1.086,367.0
20307.0,296.1832,-14.66989, ,16.773,0.019,15.0,16.293,0.029,17.0,16.152,0.064,16.0,0.48,0.141,0.621,368.0
30488.0,296.18321,-14.90258, ,17.166,0.038,14.0,16.412,0.036,14.0,16.197,0.025,12.0,0.754,0.215,0.969,369.0
11391.0,296.18323,-14.76308,L,18.391,0.319,15.0,16.941,0.181,16.0,15.822,0.143,16.0,1.45,1.119,2.569,370.0
10525.0,296.18331,-14.75818, ,16.466,0.018,16.0,16.052,0.02,15.0,15.919,0.025,14.0,0.414,0.133,0.547,371.0
14079.0,296.18333,-14.76096, ,18.769,0.081,15.0,17.884,0.054,15.0,17.559,0.141,16.0,0.885,0.325,1.21,372.0
21698.0,296.18337,-14.71515, ,18.51,0.059,14.0,18.068,0.125,17.0,17.899,0.182,16.0,0.442,0.169,0.611,373.0
31459.0,296.18338,-14.94122, ,18.61,0.124,14.0,17.975,0.087,13.0,17.877,0.197,14.0,0.635,0.098,0.733,374.0
12459.0,296.18342,-14.78937, ,17.804,0.051,16.0,17.075,0.058,17.0,16.839,0.102,18.0,0.729,0.236,0.965,375.0
11420.0,296.18343,-14.75701, ,17.42,0.032,16.0,16.673,0.022,14.0,16.428,0.042,17.0,0.747,0.245,0.992,376.0
12391.0,296.18343,-14.79437, ,18.233,0.044,13.0,17.317,0.037,15.0,17.052,0.022,10.0,0.916,0.265,1.181,377.0
40044.0,296.18346,-14.74713, ,16.253,0.027,31.0,16.095,0.01,23.0,16.034,0.037,32.0,0.158,0.061,0.219,378.0
20613.0,296.18355,-14.68038, ,17.653,0.028,12.0,16.949,0.044,16.0,16.752,0.074,15.0,0.704,0.197,0.901,379.0
31648.0,296.18357,-14.8993, ,18.312,0.04,13.0,17.828,0.02,9.0,17.675,0.107,14.0,0.484,0.153,0.637,380.0
10860.0,296.18358,-14.82452, ,17.808,0.037,15.0,16.848,0.066,18.0,16.561,0.042,14.0,0.96,0.287,1.247,381.0
40045.0,296.18368,-14.75003, ,17.612,0.048,30.0,17.135,0.042,28.0,17.012,0.075,30.0,0.477,0.123,0.6,382.0
31387.0,296.18369,-14.96453, ,18.882,0.065,12.0,17.992,0.059,14.0,17.826,0.136,12.0,0.89,0.166,1.056,383.0
21322.0,296.18371,-14.63962, ,18.205,0.04,14.0,17.814,0.075,17.0,17.613,0.103,14.0,0.391,0.201,0.592,384.0
21248.0,296.18371,-14.6672, ,18.083,0.047,14.0,17.143,0.035,15.0,16.825,0.068,16.0,0.94,0.318,1.258,385.0
11335.0,296.18371,-14.77252,s,17.51,0.195,18.0,16.278,0.177,18.0,15.406,0.122,18.0,1.232,0.872,2.104,386.0
31157.0,296.18376,-14.87142, ,18.429,0.075,13.0,17.691,0.069,14.0,17.464,0.117,14.0,0.738,0.227,0.965,387.0
12484.0,296.18377,-14.78652, ,18.292,0.033,11.0,17.543,0.065,16.0,17.326,0.09,16.0,0.749,0.217,0.966,388.0
20608.0,296.18377,-14.68249,L,19.567,1.405,15.0,17.642,0.954,17.0,16.055,0.674,17.0,1.925,1.587,3.512,389.0
10837.0,296.18378,-14.82675, ,17.263,0.049,17.0,16.322,0.054,17.0,16.072,0.024,14.0,0.941,0.25,1.191,390.0
21399.0,296.18378,-14.75168, ,18.521,0.114,12.0,17.776,0.063,12.0,17.485,0.09,11.0,0.745,0.291,1.036,391.0
