_RAJ2000(deg),_DEJ2000(deg),RAJ2000(deg),DEJ2000(deg),JmagUKIRT(mag),e_JmagUKIRT(mag),HmagUKIRT(mag),e_HmagUKIRT(mag),KmagUKIRT(mag),e_KmagUKIRT(mag)
296.32614111,-14.66616889,296.326141,-14.666169,17.581,0.035,16.795,0.022,16.513,0.025
296.32614111,-14.80926389,296.326141,-14.809264,19.251,0.121,18.542,0.104,18.53,0.145
296.32614111,-14.84953,296.326141,-14.84953,17.064,0.022,16.73,0.022,16.75,0.032
296.32614111,-15.05978111,296.326141,-15.059781,19.034,0.109,18.583,0.1,18.229,0.115
296.32617194,-14.90978306,296.326172,-14.909783,15.165,0.007,14.842,0.006,14.798,0.007
296.32620194,-14.87608889,296.326202,-14.876089,17.032,0.021,16.368,0.017,16.228,0.021
296.32623306,-14.85099194,296.326233,-14.850992,18.355,0.058,18.065,0.069,18.094,0.1
296.32623306,-14.96485806,296.326233,-14.964858,15.729,0.01,15.336,0.007,15.261,0.01
296.32629389,-15.02425806,296.326294,-15.024258,16.686,0.018,16.265,0.014,16.24,0.022
296.32632389,-14.996325,296.326324,-14.996325,19.095,0.114,18.699,0.11,18.348,0.128
296.326355,-14.87752806,296.326355,-14.877528,14.917,0.006,14.592,0.005,14.547,0.006
296.32644694,-14.76654389,296.326447,-14.766544,18.779,0.082,17.844,0.057,17.785,0.077
296.32644694,-14.82647194,296.326447,-14.826472,18.809,0.084,17.772,0.054,17.714,0.072
296.32644694,-14.96992806,296.326447,-14.969928,18.361,0.063,17.649,0.045,17.346,0.054
296.32647694,-14.80285806,296.326477,-14.802858,19.686,0.173,19.21,0.183,18.813,0.184
296.32647694,-14.96343,296.326477,-14.96343,16.794,0.019,16.445,0.017,16.367,0.024
296.32653806,-14.53945389,296.326538,-14.539454,13.279,0.002,12.947,0.002,12.873,0.002
296.32653806,-14.641375,296.326538,-14.641375,16.649,0.017,15.697,0.009,15.114,0.009
296.32653806,-14.74792,296.326538,-14.74792,18.427,0.061,17.633,0.048,17.336,0.052
296.32653806,-14.76455306,296.326538,-14.764553,19.301,0.126,18.233,0.08,18.423,0.133
296.32653806,-14.81066389,296.326538,-14.810664,19.074,0.104,18.527,0.103,18.374,0.127
296.32656889,-14.84629389,296.326569,-14.846294,19.496,0.147,18.489,0.099,18.253,0.115
296.32656889,-14.95466889,296.326569,-14.954669,17.095,0.024,16.534,0.018,16.314,0.023
296.32659889,-14.84294111,296.326599,-14.842941,17.632,0.033,17.103,0.03,16.832,0.034
296.32666,-14.91135194,296.32666,-14.911352,19.03,0.101,18.627,0.114,18.448,0.135
296.32666,-14.92875,296.32666,-14.92875,19.111,0.108,18.484,0.105,18.367,0.126
296.32675194,-14.95066889,296.326752,-14.950669,18.112,0.051,17.608,0.043,17.443,0.059
296.32678194,-15.11716889,296.326782,-15.117169,18.589,0.078,18.04,0.062,17.785,0.079
296.32681306,-14.50827194,296.326813,-14.508272,16.549,0.016,16.027,0.014,15.91,0.015
296.32681306,-14.74894389,296.326813,-14.748944,18.145,0.049,17.494,0.043,17.428,0.057
296.32684306,-14.762305,296.326843,-14.762305,16.854,0.019,16.258,0.015,16.164,0.02
296.32687389,-14.88745,296.326874,-14.88745,18.334,0.057,17.518,0.043,17.552,0.063
296.326935,-14.55491194,296.326935,-14.554912,17.65,0.037,17.064,0.027,16.825,0.032
296.32702611,-14.73216306,296.327026,-14.732163,18.915,0.091,18.217,0.079,18.115,0.102
296.32702611,-14.987545,296.327026,-14.987545,18.98,0.104,18.407,0.086,17.99,0.094
296.32702611,-15.01640306,296.327026,-15.016403,18.061,0.049,17.386,0.036,17.264,0.05
296.32705694,-14.76829694,296.327057,-14.768297,17.881,0.04,17.583,0.046,17.444,0.058
296.32708694,-14.73142694,296.327087,-14.731427,18.853,0.087,18.226,0.08,18.447,0.136
296.32708694,-14.80461694,296.327087,-14.804617,17.231,0.024,16.413,0.017,16.201,0.021
296.32711806,-14.92467806,296.327118,-14.924678,15.813,0.01,15.292,0.008,15.205,0.01
296.32714806,-14.60702194,296.327148,-14.607022,16.904,0.021,16.473,0.017,16.416,0.023
296.32720889,-14.58469389,296.327209,-14.584694,18.178,0.057,17.565,0.041,17.452,0.054
296.32720889,-14.89438611,296.327209,-14.894386,16.193,0.012,15.736,0.01,15.674,0.014
296.32720889,-14.97663306,296.327209,-14.976633,17.209,0.026,16.819,0.022,16.776,0.033
296.32733194,-14.69022,296.327332,-14.69022,19.651,0.209,18.761,0.143,18.423,0.121
296.32736194,-14.50465,296.327362,-14.50465,17.122,0.025,16.476,0.02,16.341,0.021
296.32736194,-14.58711306,296.327362,-14.587113,18.906,0.111,18.29,0.095,18.327,0.112
296.32739306,-14.85129694,296.327393,-14.851297,16.609,0.016,15.96,0.012,15.808,0.015
296.327545,-14.90516694,296.327545,-14.905167,19.045,0.102,18.231,0.082,18.203,0.11
296.32757611,-14.70416611,296.327576,-14.704166,19.534,0.19,19.276,0.22,18.457,0.125
296.32757611,-14.83933806,296.327576,-14.839338,17.754,0.036,16.989,0.028,16.738,0.032
296.32757611,-14.88093889,296.327576,-14.880939,17.547,0.031,17.224,0.034,17.102,0.043
296.32757611,-15.00510806,296.327576,-15.005108,18.297,0.06,17.639,0.044,17.634,0.069
296.32760611,-14.63128889,296.327606,-14.631289,18.907,0.111,18.039,0.076,17.847,0.074
296.32760611,-15.07545611,296.327606,-15.075456,18.767,0.087,18.49,0.091,18.224,0.114
296.32769806,-14.75911694,296.327698,-14.759117,18.547,0.068,17.793,0.055,17.772,0.076
296.32772806,-14.72578,296.327728,-14.72578,16.193,0.012,15.599,0.009,15.408,0.011
296.32772806,-14.85283694,296.327728,-14.852837,19.546,0.154,18.623,0.111,18.522,0.144
296.32778889,-14.50064806,296.327789,-14.500648,18.901,0.11,18.674,0.132,18.526,0.132
296.32778889,-14.64922806,296.327789,-14.649228,19.029,0.124,18.767,0.144,18.633,0.145
296.32782,-14.76888,296.32782,-14.76888,19.798,0.189,18.98,0.151,18.723,0.171
296.32785,-14.91857,296.32785,-14.91857,17.945,0.042,17.352,0.038,17.199,0.047
296.32788111,-14.83024111,296.327881,-14.830241,17.026,0.021,16.753,0.023,16.69,0.03
296.32788111,-15.05847,296.327881,-15.05847,18.931,0.1,17.926,0.058,17.751,0.076
296.32794194,-14.76633611,296.327942,-14.766336,19.356,0.132,18.434,0.095,18.309,0.12
296.32800306,-14.52121611,296.328003,-14.521216,13.388,0.002,13.089,0.002,13.018,0.003
296.32800306,-14.57886694,296.328003,-14.578867,17.77,0.042,17.127,0.035,16.862,0.032
296.32803306,-14.79820611,296.328033,-14.798206,16.502,0.015,16.143,0.014,16.05,0.018
296.32803306,-14.87290889,296.328033,-14.872909,18.91,0.091,18.235,0.08,17.923,0.086
296.32809389,-14.51306889,296.328094,-14.513069,15.09,0.006,14.437,0.004,14.265,0.005
296.32809389,-14.931095,296.328094,-14.931095,17.399,0.028,16.747,0.024,16.558,0.027
296.32809389,-15.04418694,296.328094,-15.044187,17.211,0.026,16.602,0.019,16.444,0.025
296.328125,-14.76003611,296.328125,-14.760036,19.617,0.163,19.372,0.211,18.857,0.191
296.32815611,-14.78725111,296.328156,-14.787251,19.491,0.147,18.954,0.148,18.539,0.146
296.32815611,-14.85465889,296.328156,-14.854659,16.729,0.017,16.463,0.018,16.396,0.024
296.32815611,-15.07066889,296.328156,-15.070669,16.299,0.014,15.925,0.011,15.895,0.016
296.32818611,-14.89851694,296.328186,-14.898517,18.902,0.091,17.962,0.065,17.787,0.077
296.32818611,-14.90319889,296.328186,-14.903199,18.837,0.086,18.152,0.076,17.848,0.081
296.32824694,-14.721755,296.328247,-14.721755,18.849,0.087,17.903,0.06,17.926,0.087
296.32824694,-14.97419611,296.328247,-14.974196,18.224,0.056,17.629,0.044,17.498,0.062
296.32830806,-14.75846694,296.328308,-14.758467,19.226,0.118,18.76,0.126,18.231,0.113
296.3284,-14.502325,296.3284,-14.502325,17.144,0.025,16.508,0.021,16.341,0.021
296.3284,-14.70384111,296.3284,-14.703841,18.9,0.111,18.223,0.09,17.823,0.073
296.3284,-14.82026694,296.3284,-14.820267,15.472,0.008,14.933,0.006,14.721,0.007
296.3284,-14.82422694,296.3284,-14.824227,15.725,0.009,15.201,0.007,15.096,0.009
296.32846111,-14.85578306,296.328461,-14.855783,17.015,0.021,16.366,0.017,16.203,0.021
296.32849111,-14.81921694,296.328491,-14.819217,15.076,0.006,14.758,0.005,14.707,0.007
296.32849111,-14.88637306,296.328491,-14.886373,15.247,0.007,14.904,0.006,14.84,0.008
296.32855194,-14.71344194,296.328552,-14.713442,18.873,0.109,18.014,0.075,18.099,0.092
296.32855194,-14.876075,296.328552,-14.876075,19.286,0.124,18.369,0.09,18.648,0.16
296.32861306,-14.74381389,296.328613,-14.743814,19.404,0.137,18.63,0.113,18.417,0.132
296.32864389,-14.73845,296.328644,-14.73845,16.68,0.017,16.324,0.016,16.319,0.023
296.32867389,-14.83295,296.328674,-14.83295,19.113,0.107,19.248,0.195,18.446,0.135
296.328735,-14.76561389,296.328735,-14.765614,19.051,0.102,18.174,0.076,17.978,0.091
296.328735,-14.79515806,296.328735,-14.795158,19.117,0.108,18.516,0.102,18.372,0.127
296.328735,-14.9036,296.328735,-14.9036,17.888,0.04,16.952,0.027,16.837,0.034
296.32876611,-14.75038111,296.328766,-14.750381,18.426,0.061,17.605,0.047,17.497,0.06
296.32882694,-14.68373306,296.328827,-14.683733,19.407,0.17,19.071,0.186,18.579,0.139
296.32882694,-15.02387389,296.328827,-15.023874,18.731,0.085,18.126,0.067,18.202,0.112
296.32888806,-14.76461389,296.328888,-14.764614,19.102,0.107,18.441,0.096,18.464,0.137
296.32891806,-15.124725,296.328918,-15.124725,14.411,0.005,14.056,0.003,13.996,0.005
296.32894889,-14.67532806,296.328949,-14.675328,17.896,0.047,17.587,0.052,17.504,0.055
296.32897889,-14.51185306,296.328979,-14.511853,15.612,0.008,15.18,0.007,15.075,0.008
296.32897889,-14.57002,296.328979,-14.57002,16.444,0.015,15.943,0.013,15.86,0.015
296.32897889,-14.87481111,296.328979,-14.874811,18.598,0.07,17.857,0.058,17.809,0.078
296.32897889,-15.02248,296.328979,-15.02248,18.837,0.092,18.529,0.095,18.458,0.14
296.32901,-14.95348389,296.32901,-14.953484,18.548,0.073,18.351,0.082,18.208,0.113
296.32907111,-14.83631611,296.329071,-14.836316,18.983,0.096,18.026,0.067,17.855,0.082
296.32910194,-14.56609389,296.329102,-14.566094,19.159,0.137,18.425,0.106,17.967,0.082
296.32910194,-14.87114694,296.329102,-14.871147,18.917,0.091,18.178,0.076,18.13,0.103
296.32913194,-14.584,296.329132,-14.584,17.611,0.037,16.957,0.03,16.665,0.027
296.32916306,-14.687275,296.329163,-14.687275,18.912,0.112,18.315,0.098,18.054,0.089
296.32919306,-14.89778,296.329193,-14.89778,19.654,0.168,18.951,0.149,18.623,0.157
296.32925389,-15.018955,296.329254,-15.018955,17.125,0.024,16.488,0.017,16.326,0.023
296.329285,-14.81246111,296.329285,-14.812461,18.732,0.078,17.777,0.054,17.68,0.07
296.32934611,-14.66762,296.329346,-14.66762,19.412,0.171,19.184,0.205,18.698,0.153
296.32940694,-14.98390611,296.329407,-14.983906,18.825,0.092,18.171,0.07,18.095,0.103
296.32952889,-14.84375,296.329529,-14.84375,18.92,0.091,18.288,0.083,18.371,0.127
296.32952889,-14.84559194,296.329529,-14.845592,18.961,0.095,18.1,0.071,17.931,0.087
296.32955889,-15.06126111,296.329559,-15.061261,18.66,0.08,17.956,0.06,17.952,0.091
296.32962,-14.67157306,296.32962,-14.671573,17.46,0.033,16.956,0.03,16.863,0.032
296.32962,-14.92621111,296.32962,-14.926211,13.357,0.003,13.013,0.002,12.973,0.003
296.32965111,-14.78271694,296.329651,-14.782717,19.705,0.175,19.116,0.17,18.944,0.206
296.32974194,-14.97036611,296.329742,-14.970366,17.861,0.042,17.219,0.031,17.162,0.046
296.32974194,-14.97947194,296.329742,-14.979472,15.995,0.012,15.667,0.009,15.606,0.013
296.32977306,-14.53715889,296.329773,-14.537159,16.87,0.02,16.412,0.019,16.336,0.021
296.32977306,-14.78713694,296.329773,-14.787137,19.326,0.128,18.479,0.099,18.498,0.141
296.32980306,-14.712235,296.329803,-14.712235,19.889,0.253,19.036,0.181,19.272,0.247
296.32983389,-14.75955306,296.329834,-14.759553,18.48,0.064,17.906,0.061,18.002,0.093
296.32992611,-14.58605806,296.329926,-14.586058,17.303,0.029,16.723,0.025,16.461,0.023
296.32992611,-14.75888611,296.329926,-14.758886,17.632,0.033,16.711,0.022,16.51,0.026
296.32992611,-14.76382,296.329926,-14.76382,18.3,0.055,17.807,0.056,17.777,0.076
296.32992611,-14.990495,296.329926,-14.990495,18.659,0.08,18.104,0.066,17.985,0.094
296.32998694,-14.85998889,296.329987,-14.859989,19.406,0.137,18.694,0.118,18.496,0.141
296.33001694,-14.64386889,296.330017,-14.643869,15.205,0.006,14.891,0.006,14.836,0.007
296.33007806,-14.56959194,296.330078,-14.569592,19.04,0.124,18.509,0.114,18.039,0.087
296.33007806,-14.76776389,296.330078,-14.767764,17.105,0.022,16.08,0.013,15.383,0.011
296.33007806,-14.81343694,296.330078,-14.813437,19.467,0.144,19.283,0.194,18.448,0.135
296.33010889,-14.74578389,296.330109,-14.745784,14.202,0.004,13.819,0.003,13.785,0.004
296.33013889,-14.70790306,296.330139,-14.707903,16.795,0.019,16.155,0.015,15.935,0.015
296.33013889,-14.77263111,296.330139,-14.772631,17.689,0.034,16.857,0.025,16.579,0.028
296.33023111,-14.55835306,296.330231,-14.558353,18.478,0.077,18.106,0.081,17.819,0.072
296.33026111,-14.794695,296.330261,-14.794695,17.775,0.037,17.172,0.032,17.113,0.043
296.33032194,-14.56374694,296.330322,-14.563747,18.363,0.07,17.756,0.06,17.73,0.067
296.33032194,-14.61222306,296.330322,-14.612223,16.981,0.022,16.671,0.024,16.527,0.025
296.33032194,-14.88958806,296.330322,-14.889588,16.401,0.014,16.013,0.013,15.98,0.017
296.33032194,-14.96321694,296.330322,-14.963217,18.821,0.091,18.068,0.064,17.888,0.086
296.33035306,-14.490175,296.330353,-14.490175,19.433,0.18,19.119,0.196,18.589,0.152
296.33038306,-14.63665889,296.330383,-14.636659,18.582,0.084,18.136,0.083,17.934,0.08
296.330475,-14.678725,296.330475,-14.678725,19.116,0.133,18.748,0.141,18.477,0.127
296.33053611,-14.76176111,296.330536,-14.761761,19.015,0.099,18.14,0.074,17.859,0.082
296.33056611,-14.72118,296.330566,-14.72118,17.693,0.034,16.83,0.024,16.557,0.027
296.33065806,-14.69808111,296.330658,-14.698081,18.304,0.067,17.521,0.049,17.405,0.051
296.33065806,-14.78652306,296.330658,-14.786523,18.872,0.088,18.528,0.103,18.325,0.122
296.33065806,-14.82123611,296.330658,-14.821236,17.5,0.03,16.517,0.019,15.849,0.016
296.33065806,-14.88449194,296.330658,-14.884492,19.075,0.104,17.961,0.064,17.977,0.091
296.33065806,-14.90038889,296.330658,-14.900389,18.393,0.06,17.789,0.055,17.496,0.06
296.33071889,-14.83010611,296.330719,-14.830106,17.338,0.026,16.892,0.026,16.867,0.035
296.33071889,-14.87803889,296.330719,-14.878039,16.215,0.012,15.843,0.011,15.842,0.015
296.33075,-14.89366306,296.33075,-14.893663,17.984,0.043,17.139,0.032,16.902,0.036
296.33078,-14.68538389,296.33078,-14.685384,19.937,0.263,18.701,0.136,18.696,0.153
296.33078,-15.03414194,296.33078,-15.034142,19.506,0.161,18.948,0.136,18.887,0.2
296.33081111,-14.76454194,296.330811,-14.764542,17.717,0.035,17.101,0.031,16.965,0.038
296.33081111,-15.05963611,296.330811,-15.059636,17.538,0.033,17.216,0.031,17.3,0.052
296.33087194,-14.77099111,296.330872,-14.770991,17.029,0.021,16.558,0.02,16.492,0.026
296.33087194,-15.03712611,296.330872,-15.037126,17.048,0.023,16.739,0.021,16.716,0.032
296.33090194,-14.73995306,296.330902,-14.739953,17.059,0.022,16.677,0.022,16.686,0.03
296.33090194,-14.92740806,296.330902,-14.927408,19.112,0.108,18.279,0.088,18.033,0.095
296.33093306,-14.75759389,296.330933,-14.757594,18.57,0.069,17.835,0.057,17.551,0.063
296.33093306,-14.90456111,296.330933,-14.904561,18.659,0.074,17.853,0.059,17.681,0.07
296.33099389,-14.60216694,296.330994,-14.602167,19.616,0.202,18.848,0.153,18.623,0.143
296.33099389,-15.03588389,296.330994,-15.035884,17.815,0.041,17.155,0.03,16.962,0.039
296.33102389,-15.12561111,296.331024,-15.125611,17.156,0.025,16.77,0.022,16.723,0.032
296.331085,-15.09160194,296.331085,-15.091602,16.132,0.013,15.812,0.01,15.718,0.014
296.33111611,-14.88193,296.331116,-14.88193,17.173,0.023,16.572,0.02,16.452,0.025
296.33111611,-14.97327111,296.331116,-14.973271,17.171,0.025,16.555,0.018,16.445,0.025
296.33120694,-14.77426111,296.331207,-14.774261,19.555,0.155,18.648,0.114,18.696,0.167
296.33123806,-14.59065194,296.331238,-14.590652,17.601,0.037,17.032,0.032,16.774,0.03
296.33129889,-14.70827194,296.331299,-14.708272,19.379,0.166,19.164,0.201,18.657,0.148
296.33136,-14.726575,296.33136,-14.726575,18.554,0.068,17.793,0.055,17.793,0.078
296.33136,-14.82700306,296.33136,-14.827003,17.657,0.033,16.8,0.024,16.693,0.031
296.33139,-14.51851389,296.33139,-14.518514,19.127,0.133,18.661,0.13,18.479,0.127
296.33139,-14.76879111,296.33139,-14.768791,19.655,0.168,19.085,0.165,19.023,0.219
296.33142111,-14.81582806,296.331421,-14.815828,18.437,0.062,17.554,0.045,17.426,0.057
296.33148194,-14.82475889,296.331482,-14.824759,18.029,0.045,17.03,0.029,16.852,0.035
296.33151194,-14.62573611,296.331512,-14.625736,19.416,0.171,19.007,0.175,18.571,0.137
296.33151194,-15.07017806,296.331512,-15.070178,17.302,0.028,16.679,0.02,16.492,0.026
296.33157306,-14.76148889,296.331573,-14.761489,19.944,0.213,18.995,0.154,18.882,0.195
296.331635,-14.81345306,296.331635,-14.813453,19.367,0.132,18.845,0.134,18.797,0.181
296.331665,-14.85963889,296.331665,-14.859639,19.271,0.122,18.7,0.119,18.43,0.133
296.33169611,-14.80470306,296.331696,-14.804703,19.007,0.098,18.181,0.076,17.922,0.086
296.33169611,-14.97140806,296.331696,-14.971408,17.098,0.024,16.485,0.017,16.335,0.023
296.33175694,-14.693525,296.331757,-14.693525,17.995,0.052,17.59,0.052,17.491,0.055
296.33178694,-14.79595611,296.331787,-14.795956,16.729,0.017,16.267,0.015,16.232,0.021
296.33184806,-14.62360889,296.331848,-14.623609,18.844,0.105,18.016,0.075,17.84,0.074
296.33187889,-14.59072806,296.331879,-14.590728,15.628,0.008,15.308,0.008,15.229,0.009
296.33190889,-14.85090611,296.331909,-14.850906,19.439,0.14,19.108,0.168,18.717,0.17
296.33194,-14.69425889,296.33194,-14.694259,17.371,0.031,16.825,0.027,16.563,0.025
296.33194,-14.72409194,296.33194,-14.724092,18.481,0.064,17.611,0.047,17.507,0.061
296.33194,-14.882755,296.33194,-14.882755,17.957,0.042,17.136,0.031,16.851,0.035
296.33194,-15.10784389,296.33194,-15.107844,15.445,0.008,14.816,0.005,14.64,0.007
296.33197,-14.85268694,296.33197,-14.852687,18.912,0.091,18.137,0.073,18.022,0.094
296.33203111,-14.53151889,296.332031,-14.531519,17.036,0.023,16.643,0.023,16.63,0.027
296.33203111,-14.67704194,296.332031,-14.677042,18.691,0.093,17.946,0.071,17.513,0.056
296.33203111,-14.841845,296.332031,-14.841845,17.264,0.025,16.62,0.02,16.376,0.024
296.33206194,-15.10592306,296.332062,-15.105923,16.924,0.021,16.339,0.015,16.127,0.02
296.33212306,-14.603745,296.332123,-14.603745,18.759,0.098,17.937,0.07,17.876,0.076
296.33212306,-14.63721694,296.332123,-14.637217,14.572,0.004,14.007,0.003,13.863,0.004
296.33212306,-14.73866389,296.332123,-14.738664,18.848,0.086,18.53,0.103,18.08,0.099
296.33215306,-14.80823306,296.332153,-14.808233,18.599,0.07,17.705,0.051,17.737,0.074
296.33218389,-14.68652806,296.332184,-14.686528,19.032,0.124,18.425,0.107,18.191,0.1
296.33221389,-14.596655,296.332214,-14.596655,17.644,0.038,17.091,0.034,16.826,0.031
296.332245,-14.48782306,296.332245,-14.487823,19.439,0.18,19.296,0.227,18.946,0.204
296.332245,-14.640005,296.332245,-14.640005,19.052,0.126,18.533,0.117,18.43,0.122
296.332245,-14.83997389,296.332245,-14.839974,13.714,0.003,13.462,0.003,13.402,0.003
296.332275,-14.50201694,296.332275,-14.502017,16.928,0.021,16.386,0.019,16.308,0.021
296.332275,-14.835405,296.332275,-14.835405,18.967,0.095,18.585,0.109,18.133,0.103
296.332275,-14.83700611,296.332275,-14.837006,19.278,0.123,18.468,0.098,18.467,0.137
296.332275,-14.91378306,296.332275,-14.913783,18.513,0.066,17.765,0.054,17.641,0.068
296.33230611,-14.82030611,296.332306,-14.820306,14.262,0.004,13.949,0.003,13.896,0.004
296.33236694,-14.73068,296.332367,-14.73068,16.752,0.017,16.105,0.014,15.943,0.017
296.33239694,-14.81386889,296.332397,-14.813869,19.149,0.111,18.531,0.103,18.335,0.123
296.33245806,-14.62542806,296.332458,-14.625428,18.238,0.063,17.348,0.042,17.182,0.042
296.33245806,-14.76976889,296.332458,-14.769769,19.744,0.181,18.727,0.122,18.847,0.189
296.33245806,-14.89067694,296.332458,-14.890677,17.212,0.024,16.312,0.016,16.099,0.019
296.33252,-14.61081389,296.33252,-14.610814,16.857,0.02,16.221,0.016,16.01,0.016
296.33255,-14.722555,296.33255,-14.722555,15.642,0.009,15.177,0.007,15.112,0.009
296.33255,-15.00415806,296.33255,-15.004158,17.866,0.042,17.562,0.041,17.496,0.062
296.33258111,-14.59138306,296.332581,-14.591383,18.079,0.055,17.743,0.059,17.579,0.059
296.33258111,-14.78475306,296.332581,-14.784753,19.267,0.122,18.456,0.097,18.402,0.13
296.33258111,-14.87363111,296.332581,-14.873631,18.135,0.048,17.38,0.038,17.125,0.044
296.33264194,-14.58509389,296.332642,-14.585094,18.845,0.105,18.242,0.091,17.798,0.071
296.33264194,-14.63518306,296.332642,-14.635183,13.904,0.003,13.588,0.003,13.509,0.003
296.33264194,-14.70723611,296.332642,-14.707236,18.741,0.097,18.093,0.08,17.871,0.076
296.33264194,-14.72929389,296.332642,-14.729294,19.055,0.103,18.43,0.095,18.118,0.102
296.33264194,-14.78802806,296.332642,-14.788028,18.754,0.08,18.291,0.084,17.998,0.092
296.33264194,-14.82643611,296.332642,-14.826436,18.77,0.081,17.835,0.057,17.757,0.075
296.33264194,-14.84293806,296.332642,-14.842938,18.856,0.087,18.28,0.083,18.157,0.105
296.33264194,-14.85665306,296.332642,-14.856653,17.305,0.026,16.884,0.025,16.787,0.033
296.33270306,-14.88930194,296.332703,-14.889302,18.299,0.055,17.727,0.052,17.487,0.059
296.33270306,-14.962575,296.332703,-14.962575,18.918,0.099,18.265,0.076,17.776,0.078
296.33270306,-15.1235,296.332703,-15.1235,17.492,0.032,17.059,0.027,17.044,0.042
296.33276389,-14.80952,296.332764,-14.80952,19.374,0.133,18.469,0.098,18.422,0.132
296.332855,-14.753105,296.332855,-14.753105,18.847,0.086,18.141,0.074,17.928,0.087
296.332855,-14.99977194,296.332855,-14.999772,15.95,0.011,15.497,0.008,15.404,0.011
296.33288611,-14.48485306,296.332886,-14.484853,17.121,0.026,16.503,0.021,16.291,0.022
296.33288611,-14.62637806,296.332886,-14.626378,17.723,0.041,16.998,0.031,16.822,0.031
296.33288611,-14.75007194,296.332886,-14.750072,16.412,0.014,15.831,0.011,15.586,0.013
296.33288611,-14.84677806,296.332886,-14.846778,18.798,0.083,18.166,0.075,17.919,0.086
296.33291611,-14.514855,296.332916,-14.514855,16.876,0.021,16.538,0.021,16.432,0.023
296.33297694,-14.78197194,296.332977,-14.781972,17.791,0.037,16.815,0.024,16.223,0.021
296.33297694,-14.869925,296.332977,-14.869925,16.176,0.012,15.785,0.011,15.717,0.014
296.33300806,-14.7035,296.333008,-14.7035,17.861,0.046,17.143,0.035,16.867,0.032
296.33306889,-14.83225306,296.333069,-14.832253,18.624,0.072,18.261,0.084,18.474,0.138
296.33306889,-14.91898111,296.333069,-14.918981,19.228,0.119,18.559,0.108,18.22,0.111
296.33306889,-14.99821889,296.333069,-14.998219,19.087,0.114,18.895,0.13,18.542,0.15
296.33313,-14.84599111,296.33313,-14.845991,18.436,0.061,17.925,0.061,17.55,0.063
296.33313,-14.94568889,296.33313,-14.945689,13.643,0.003,13.362,0.002,13.351,0.003
296.33319111,-14.77071694,296.333191,-14.770717,18.237,0.053,17.511,0.043,17.251,0.049
296.33325194,-14.76368306,296.333252,-14.763683,19.404,0.137,18.504,0.101,18.224,0.112
296.33325194,-15.06828611,296.333252,-15.068286,14.198,0.004,13.901,0.003,13.843,0.004
296.33328194,-14.80109194,296.333282,-14.801092,19.638,0.166,19.018,0.156,18.474,0.138
296.33328194,-14.85997,296.333282,-14.85997,18.453,0.062,17.873,0.058,17.612,0.066
296.33328194,-14.89411389,296.333282,-14.894114,14.744,0.005,14.351,0.004,14.29,0.005
296.33331306,-15.06275611,296.333313,-15.062756,15.568,0.009,15.24,0.007,15.177,0.01
296.33334389,-14.65483,296.333344,-14.65483,13.483,0.002,12.954,0.002,12.839,0.002
296.33334389,-15.09480806,296.333344,-15.094808,15.812,0.01,15.313,0.007,15.202,0.01
296.333405,-14.528235,296.333405,-14.528235,16.254,0.013,15.998,0.014,15.937,0.015
296.333405,-14.57313306,296.333405,-14.573133,18.241,0.063,17.76,0.06,17.632,0.061
296.333435,-14.75951694,296.333435,-14.759517,19.031,0.1,18.158,0.075,18.096,0.1
296.333435,-14.93878889,296.333435,-14.938789,18.781,0.082,18.315,0.089,18.387,0.129
296.33346611,-14.59623111,296.333466,-14.596231,19.477,0.179,19.031,0.179,18.988,0.195
296.33352694,-14.76255,296.333527,-14.76255,16.262,0.013,15.454,0.008,15.28,0.01
296.33352694,-14.83141111,296.333527,-14.831411,18.812,0.084,18.449,0.099,18.324,0.122
296.33355694,-14.953755,296.333557,-14.953755,17.65,0.036,16.887,0.024,16.692,0.031
296.33374,-14.833875,296.33374,-14.833875,18.757,0.08,17.993,0.067,17.891,0.084
296.33377111,-15.10237194,296.333771,-15.102372,18.626,0.078,18.238,0.075,18.134,0.106
296.33383194,-14.90194694,296.333832,-14.901947,18.744,0.079,17.741,0.053,17.911,0.086
296.33386194,-14.72901306,296.333862,-14.729013,19.248,0.12,18.549,0.105,18.652,0.161
296.33389306,-14.95933111,296.333893,-14.959331,18.594,0.076,17.92,0.057,17.637,0.069
296.33392306,-15.002975,296.333923,-15.002975,19.758,0.197,18.948,0.136,18.525,0.148
296.33398389,-14.87207194,296.333984,-14.872072,19.09,0.105,18.294,0.084,18.403,0.13
296.33398389,-14.87465306,296.333984,-14.874653,19.131,0.109,18.189,0.077,18.672,0.163
296.334045,-14.85682306,296.334045,-14.856823,18.714,0.077,18.035,0.067,17.752,0.075
296.334045,-14.92038306,296.334045,-14.920383,15.784,0.01,15.046,0.007,14.902,0.008
296.33410611,-14.88733611,296.334106,-14.887336,15.694,0.009,15.304,0.008,15.239,0.01
296.33419806,-14.862445,296.334198,-14.862445,19.041,0.101,18.486,0.099,18.381,0.128
296.33422889,-14.88893889,296.334229,-14.888939,17.383,0.027,16.728,0.022,16.62,0.029
296.33425889,-15.07786389,296.334259,-15.077864,14.488,0.005,14.176,0.004,14.125,0.005
296.33429,-14.77726694,296.33429,-14.777267,18.64,0.073,18.405,0.093,18.347,0.124
296.33438111,-14.739475,296.334381,-14.739475,16.17,0.012,15.796,0.011,15.719,0.014
