Ra(J2000) deg,Types,RUN,DCG,imag,e_imag,J,eJ,H,eH,Ks,eKs,IRAC1,e_IRAC1,IRAC2,e_IRAC2,IRAC3,e_IRAC3,IRAC4,e_IRAC4,WISE1,e_WISE1,WISE2,e_WISE2,WISE3,e_WISE3,WISE4,e_WISE4,VmagLGGS,e_VmagLGGS,BmagLGGS,RmagLGSS,ImagLGSS,Flux_imag,Flambda_imag,err_Flambda_imag,lambda_imag,err_lambda_imag,err_Flambda_prime_imag,Flux_J,Flambda_J,err_Flambda_J,lambda_J,err_lambda_J,err_Flambda_prime_J,Flux_H,Flambda_H,err_Flambda_H,lambda_H,err_lambda_H,err_Flambda_prime_H,Flux_Ks,Flambda_Ks,err_Flambda_Ks,lambda_Ks,err_lambda_Ks,err_Flambda_prime_Ks,Flux_IRAC1,Flambda_IRAC1,err_Flambda_IRAC1,lambda_IRAC1,err_lambda_IRAC1,err_Flambda_prime_IRAC1,Flux_IRAC2,Flambda_IRAC2,err_Flambda_IRAC2,lambda_IRAC2,err_lambda_IRAC2,err_Flambda_prime_IRAC2,Flux_IRAC3,Flambda_IRAC3,err_Flambda_IRAC3,lambda_IRAC3,err_lambda_IRAC3,err_Flambda_prime_IRAC3,Flux_IRAC4,Flambda_IRAC4,err_Flambda_IRAC4,lambda_IRAC4,err_lambda_IRAC4,err_Flambda_prime_IRAC4,Flux_WISE1,Flambda_WISE1,err_Flambda_WISE1,lambda_WISE1,err_lambda_WISE1,err_Flambda_prime_WISE1,Flux_WISE2,Flambda_WISE2,err_Flambda_WISE2,lambda_WISE2,err_lambda_WISE2,err_Flambda_prime_WISE2,Flux_WISE3,Flambda_WISE3,err_Flambda_WISE3,lambda_WISE3,err_lambda_WISE3,err_Flambda_prime_WISE3,Flux_WISE4,Flambda_WISE4,err_Flambda_WISE4,lambda_WISE4,err_lambda_WISE4,err_Flambda_prime_WISE4,f_scale_c,f_scale_o,J-Ks,Log(M/Ms),M/Ms,Log(t),t,Log(dt),dt
296.247101,C,C,0.080548266,20.308,0.039,17.93,89.99,17.27,89.99,16.96,89.99,16.7,0.08,16.59,0.05,16.12,0.09,15.83,0.11,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.811,0.026,23.361,20.666,19.572,2.87E-05,1.15E-16,2.10E-17,0.75,0.12533,0.072877045,0.000107272,2.57E-16,89.99,1.25,0.214914,89.99,0.000141351,2.55E-16,89.99,1.66,0.260965,89.99,0.00010963,1.50E-16,89.99,2.19,0.278455,89.99,5.87E-05,4.89E-17,1.17E-17,3.6,0.743171,0.092873704,4.15E-05,2.77E-17,6.77E-18,4.5,1.009682,0.094950851,4.10E-05,2.12E-17,5.85E-18,5.8,1.391189,0.105803081,3.02E-05,1.13E-17,4.51E-18,8,2.831177,0.145475212,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.10E-16,89.99,0.97,0.08118,1.205535489,9.5038181,3190201391,4.908728542,81045.43209
296.179321,C,C,0.077826957,19.728,0.018,17.215,89.99,16.49,89.99,15.6803,89.99,15.21,0.07,15.08,0.04,14.77,0.06,14.56,0.13,15.268,0.057,15.854,0.21,11.721,89.99,8.959,89.99,21.535,0.017,23.084,20.238,18.997,4.89E-05,1.96E-16,3.41E-17,0.75,0.12533,0.069781526,0.000207247,4.97E-16,89.99,1.25,0.214914,89.99,0.000289935,5.24E-16,89.99,1.66,0.260965,89.99,0.000319103,4.37E-16,89.99,2.19,0.278455,89.99,0.0002315,1.93E-16,4.52E-17,3.6,0.743171,0.091468715,0.000166935,1.11E-16,2.68E-17,4.5,1.009682,0.093552576,0.000142134,7.35E-17,1.94E-17,5.8,1.391189,0.101699028,9.73E-05,3.65E-17,1.48E-17,8,2.831177,0.147953543,0.000241834,2.15E-16,4.56E-17,3.368,0.635793,0.083350176,7.82E-05,5.08E-17,1.65E-17,4.618,1.107319,0.121816878,0.000649087,1.61E-16,89.99,12.082,6.275804,89.99,0.002181535,2.95E-16,89.99,22.194,4.739734,89.99,7.40E-16,89.99,1.1,0.2883884,1.942622435,8.927426195,846108767.3,5.458172194,287191.9046
296.28567,C,C/O,0.08343723,20.382,0.075,17.81,89.99,17.04,89.99,16.1718,89.99,15.86,0.04,15.63,0.06,15.58,0.05,15.78,0.13,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,22.238,0.037,23.899,20.873,19.748,2.68E-05,1.07E-16,2.11E-17,0.75,0.12533,0.078132849,0.000119809,2.88E-16,89.99,1.25,0.214914,89.99,0.000174703,3.16E-16,89.99,1.66,0.260965,89.99,0.000197665,2.71E-16,89.99,2.19,0.278455,89.99,0.000127219,1.06E-16,2.36E-17,3.6,0.743171,0.087226269,0.000100588,6.71E-17,1.67E-17,4.5,1.009682,0.096344638,6.74E-05,3.49E-17,9.06E-18,5.8,1.391189,0.100322347,3.16E-05,1.19E-17,4.82E-18,8,2.831177,0.147953543,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.20E-16,4.50E-16,1.1,0.2267148,1.685445834,9.092218054,1236568145,5.425566347,266419.7077
296.188385,C,C,0.07254176,19.907,0.044,17.351,89.99,16.547,89.99,16.05918,89.99,15.59,0.08,15.75,0.05,15.87,0.09,15.45,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,4.15E-05,1.66E-16,3.07E-17,0.75,0.12533,0.073610832,0.000182847,4.39E-16,89.99,1.25,0.214914,89.99,0.000275106,4.97E-16,89.99,1.66,0.260965,89.99,0.000239403,3.28E-16,89.99,2.19,0.278455,89.99,0.000163137,1.36E-16,3.24E-17,3.6,0.743171,0.092873704,9.01E-05,6.00E-17,1.47E-17,4.5,1.009682,0.094950851,5.16E-05,2.67E-17,7.36E-18,5.8,1.391189,0.105803081,4.29E-05,1.61E-17,6.33E-18,8,2.831177,0.144230722,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.20E-16,89.99,1.1,0.23955348,1.736015027,9.057913101,1142649678,5.441161799,276160.6514
296.22888,C,C,0.081557691,20.093,0.022,17.3,89.99,16.56,89.99,16.23,89.99,15.93,0.05,15.96,0.05,16.01,0.19,16.08,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.50E-05,1.40E-16,2.46E-17,0.75,0.12533,0.070372853,0.000191641,4.60E-16,89.99,1.25,0.214914,89.99,0.000271832,4.91E-16,89.99,1.66,0.260965,89.99,0.000214749,2.94E-16,89.99,2.19,0.278455,89.99,0.000119276,9.94E-17,2.25E-17,3.6,0.743171,0.088645028,7.42E-05,4.95E-17,1.21E-17,4.5,1.009682,0.094950851,4.54E-05,2.35E-17,7.41E-18,5.8,1.391189,0.119209742,2.40E-05,9.00E-18,3.80E-18,8,2.831177,0.152868176,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.20E-16,89.99,1.07,0.22008,1.659892643,9.10994624,1288090093,5.415501948,260316.6505
296.170105,C,C,0.073683648,20.427,0.032,17.154,89.99,16.234,89.99,15.2053,89.99,14.8,0.06,14.98,0.07,14.9,0.04,14.18,0.05,15.135,0.046,15.274,0.115,12.073,89.99,8.321,89.99,89.99,89.99,89.99,89.99,89.99,2.57E-05,1.03E-16,1.85E-17,0.75,0.12533,0.071847655,0.000219224,5.26E-16,89.99,1.25,0.214914,89.99,0.000367029,6.63E-16,89.99,1.66,0.260965,89.99,0.00044497,6.10E-16,89.99,2.19,0.278455,89.99,0.000337716,2.81E-16,6.49E-17,3.6,0.743171,0.090059166,0.000183041,1.22E-16,3.08E-17,4.5,1.009682,0.097733966,0.000126095,6.52E-17,1.67E-17,5.8,1.391189,0.098941288,0.000138116,5.18E-17,1.94E-17,8,2.831177,0.137954215,0.000273349,2.43E-16,5.04E-17,3.368,0.635793,0.081770105,0.000133472,8.67E-17,2.48E-17,4.618,1.107319,0.10916776,0.000469357,1.17E-16,89.99,12.082,6.275804,89.99,0.003926107,5.31E-16,89.99,22.194,4.739734,89.99,8.50E-16,89.99,1.1,0.3627571,2.305457391,8.728713029,535442733.1,5.39965766,250990.7177
296.167816,C,C,0.074223483,89.99,89.99,17.52,89.99,16.99,89.99,16.53,89.99,16.34,0.05,16.13,0.03,16.03,0.08,16,0.17,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,0.000156491,3.76E-16,89.99,1.25,0.214914,89.99,0.000182936,3.31E-16,89.99,1.66,0.260965,89.99,0.000162904,2.23E-16,89.99,2.19,0.278455,89.99,8.18E-05,6.81E-17,1.54E-17,3.6,0.743171,0.088645028,6.35E-05,4.23E-17,1.00E-17,4.5,1.009682,0.092149786,4.45E-05,2.30E-17,6.26E-18,5.8,1.391189,0.104439368,2.58E-05,9.69E-18,4.09E-18,8,2.831177,0.152868176,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.50E-16,89.99,0.99,0.16744,1.470415256,9.25060032,1780739204,5.285217316,192848.9667
296.21267,C,C,0.073473049,89.99,89.99,17.46,89.99,16.8,89.99,16.4,89.99,15.79,0.05,15.98,0.08,15.75,0.06,15.33,0.12,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,0.75,0.12533,89.99,0.000165382,3.97E-16,89.99,1.25,0.214914,89.99,0.000217921,3.94E-16,89.99,1.66,0.260965,89.99,0.000183624,2.52E-16,89.99,2.19,0.278455,89.99,0.000135691,1.13E-16,2.56E-17,3.6,0.743171,0.088645028,7.29E-05,4.86E-17,1.25E-17,4.5,1.009682,0.099118864,5.76E-05,2.98E-17,7.87E-18,5.8,1.391189,0.101699028,4.79E-05,1.80E-17,7.22E-18,8,2.831177,0.146716145,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,4.50E-16,89.99,1.06,0.19435,1.564407899,9.1786968,1509026269,5.363113099,230734.7988
296.313934,C,C,0.085795288,20.069,0.067,17.188,89.99,16.359,89.99,15.4118,89.99,14.97,0.05,15.16,0.05,15.09,0.08,14.5,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.57E-05,1.43E-16,2.77E-17,0.75,0.12533,0.076970377,0.000212465,5.10E-16,89.99,1.25,0.214914,89.99,0.000327115,5.91E-16,89.99,1.66,0.260965,89.99,0.000384353,5.27E-16,89.99,2.19,0.278455,89.99,0.00028877,2.41E-16,5.45E-17,3.6,0.743171,0.088645028,0.000155077,1.03E-16,2.53E-17,4.5,1.009682,0.094950851,0.000105852,5.48E-17,1.49E-17,5.8,1.391189,0.104439368,0.00010286,3.86E-17,1.46E-17,8,2.831177,0.139216794,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.80E-16,89.99,1.1,0.3345704,2.160580241,8.804027891,636836418.4,5.428348314,268131.7939
296.227081,C,C,0.075277616,20.058,0.027,17.343,89.99,16.457,89.99,15.6151,89.99,15.43,0.05,15.37,0.04,15.24,0.05,15.05,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.61E-05,1.44E-16,2.57E-17,0.75,0.12533,0.07111088,0.000184199,4.42E-16,89.99,1.25,0.214914,89.99,0.000298882,5.40E-16,89.99,1.66,0.260965,89.99,0.000322649,4.42E-16,89.99,2.19,0.278455,89.99,0.000189039,1.58E-16,3.57E-17,3.6,0.743171,0.088645028,0.000127805,8.52E-17,2.05E-17,4.5,1.009682,0.093552576,9.22E-05,4.77E-17,1.24E-17,5.8,1.391189,0.100322347,6.20E-05,2.32E-17,8.60E-18,8,2.831177,0.136687954,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,5.90E-16,89.99,1.1,0.2996028,1.993438309,8.897461318,789698509.7,5.454086911,284503.0401
296.171387,C,C,0.081387996,20.393,0.028,17.82,89.99,17.23,89.99,16.9,89.99,16.59,0.06,16.59,0.06,15.99,0.09,16.36,0.18,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.65E-05,1.06E-16,1.89E-17,0.75,0.12533,0.071258335,0.00011871,2.85E-16,89.99,1.25,0.214914,89.99,0.000146656,2.65E-16,89.99,1.66,0.260965,89.99,0.000115859,1.59E-16,89.99,2.19,0.278455,89.99,6.49E-05,5.41E-17,1.25E-17,3.6,0.743171,0.090059166,4.15E-05,2.77E-17,6.88E-18,4.5,1.009682,0.096344638,4.62E-05,2.39E-17,6.59E-18,5.8,1.391189,0.105803081,1.85E-05,6.95E-18,2.96E-18,8,2.831177,0.154088193,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.30E-16,89.99,0.92,0.0921,1.236232054,9.4688195,2943198138,4.964758407,92205.83548
296.281311,C,C/O,0.080522605,20.426,0.034,18.271,89.99,17.403,89.99,17.08544,89.99,16.98,0.04,17.08,0.08,16.56,0.1,16.76,0,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.608,0.015,22.798,20.611,19.661,2.57E-05,1.03E-16,1.86E-17,0.75,0.12533,0.072142015,7.84E-05,1.88E-16,89.99,1.25,0.214914,89.99,0.000125055,2.26E-16,89.99,1.66,0.260965,89.99,9.56E-05,1.31E-16,89.99,2.19,0.278455,89.99,4.53E-05,3.78E-17,8.41E-18,3.6,0.743171,0.087226269,2.65E-05,1.76E-17,4.52E-18,4.5,1.009682,0.099118864,2.73E-05,1.41E-17,3.96E-18,5.8,1.391189,0.107162525,1.28E-05,4.81E-18,1.70E-18,8,2.831177,0.131585666,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,2.50E-16,2.80E-16,1.1,0.05834992,1.143799546,9.576988506,3775621986,4.782797868,60645.40045
296.179535,C,C/O,0.082017412,19.942,0.023,16.865,89.99,16.054,89.99,15.09984,89.99,15,0.05,15.1,0.04,14.96,0.05,14.48,0.04,15.13,0.06,15.567,0.175,12.314,89.99,8.429,89.99,21.761,0.021,23.627,20.353,19.026,4.02E-05,1.61E-16,2.83E-17,0.75,0.12533,0.070520558,0.000286081,6.87E-16,89.99,1.25,0.214914,89.99,0.000433211,7.83E-16,89.99,1.66,0.260965,89.99,0.000513725,7.04E-16,89.99,2.19,0.278455,89.99,0.0002809,2.34E-16,5.30E-17,3.6,0.743171,0.088645028,0.000163888,1.09E-16,2.63E-17,4.5,1.009682,0.093552576,0.000119316,6.17E-17,1.60E-17,5.8,1.391189,0.100322347,0.000104772,3.93E-17,1.45E-17,8,2.831177,0.136687954,0.00027461,2.45E-16,5.20E-17,3.368,0.635793,0.083780108,0.000101904,6.62E-17,2.05E-17,4.618,1.107319,0.117199429,0.000375926,9.33E-17,89.99,12.082,6.275804,89.99,0.003554366,4.80E-16,89.99,22.194,4.739734,89.99,8.80E-16,1.00E-15,1.1,0.37256488,2.358114452,8.703766364,505552618.5,5.390624775,245824.2793
296.179565,C,C,0.075751651,20.096,0.024,17.141,89.99,16.375,89.99,15.63666,89.99,15.1,0.05,15.25,0.03,15.37,0.12,14.69,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.49E-05,1.39E-16,2.46E-17,0.75,0.12533,0.070668214,0.000221865,5.32E-16,89.99,1.25,0.214914,89.99,0.000322329,5.83E-16,89.99,1.66,0.260965,89.99,0.000334758,4.59E-16,89.99,2.19,0.278455,89.99,0.000256184,2.13E-16,4.83E-17,3.6,0.743171,0.088645028,0.000142741,9.52E-17,2.25E-17,4.5,1.009682,0.092149786,8.18E-05,4.23E-17,1.22E-17,5.8,1.391189,0.109868713,8.63E-05,3.24E-17,1.20E-17,8,2.831177,0.136687954,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.95E-16,89.99,1.1,0.29589448,1.976489357,8.907369949,807922958.4,5.455710252,285568.4682
296.173828,C,C,0.077838159,20.488,0.026,17.64,89.99,16.97,89.99,16.58,89.99,16.37,0.05,16.6,0.09,15.88,0.11,16.41,0.2,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,22.102,0.027,24.362,20.731,19.596,2.43E-05,9.72E-17,1.73E-17,0.75,0.12533,0.070963375,0.000140116,3.36E-16,89.99,1.25,0.214914,89.99,0.000186337,3.37E-16,89.99,1.66,0.260965,89.99,0.000155572,2.13E-16,89.99,2.19,0.278455,89.99,7.95E-05,6.63E-17,1.50E-17,3.6,0.743171,0.088645028,4.12E-05,2.74E-17,7.15E-18,4.5,1.009682,0.100499359,5.11E-05,2.64E-17,7.51E-18,5.8,1.391189,0.108517726,1.77E-05,6.64E-18,2.88E-18,8,2.831177,0.156517994,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.80E-16,89.99,1.06,0.15709,1.435786944,9.27825552,1897822189,5.249008591,177422.4577
296.30838,C,C,0.087474651,19.688,0.023,17.05,89.99,16.46,89.99,16.01,89.99,15.66,0.03,15.79,0.08,15.65,0.06,15.92,0.2,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,21.238,0.013,23.461,19.984,18.93,5.08E-05,2.03E-16,3.58E-17,0.75,0.12533,0.070520558,0.000241262,5.79E-16,89.99,1.25,0.214914,89.99,0.000298057,5.39E-16,89.99,1.66,0.260965,89.99,0.000262985,3.60E-16,89.99,2.19,0.278455,89.99,0.000152951,1.27E-16,2.78E-17,3.6,0.743171,0.085802861,8.68E-05,5.79E-17,1.48E-17,4.5,1.009682,0.099118864,6.32E-05,3.27E-17,8.63E-18,5.8,1.391189,0.101699028,2.78E-05,1.04E-17,4.53E-18,8,2.831177,0.156517994,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.80E-16,89.99,1.04,0.24516,1.758571376,9.04293248,1103906982,5.446411202,279518.9154
296.226807,C,C,0.079775925,20.076,0.026,17.165,89.99,16.369,89.99,15.75174,89.99,15.34,0.03,15.32,0.02,15.08,0.05,14.89,0.1,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,3.55E-05,1.42E-16,2.52E-17,0.75,0.12533,0.070963375,0.000217014,5.21E-16,89.99,1.25,0.214914,89.99,0.000324116,5.86E-16,89.99,1.66,0.260965,89.99,0.000308127,4.22E-16,89.99,2.19,0.278455,89.99,0.000205377,1.71E-16,3.74E-17,3.6,0.743171,0.085802861,0.000133828,8.92E-17,2.07E-17,4.5,1.009682,0.090742449,0.000106831,5.53E-17,1.44E-17,5.8,1.391189,0.100322347,7.18E-05,2.69E-17,1.06E-17,8,2.831177,0.144230722,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.80E-16,89.99,1.1,0.27610072,1.888429256,8.960258876,912554636.8,5.459590911,288131.6133
296.294189,C,C,0.104933569,19.774,0.045,16.706,89.99,15.826,89.99,14.8884,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,14.507,0.036,14.632,0.071,12.408,0.532,8.842,89.99,89.99,89.99,89.99,89.99,89.99,4.69E-05,1.88E-16,3.47E-17,0.75,0.12533,0.073757441,0.000331198,7.95E-16,89.99,1.25,0.214914,89.99,0.000534441,9.66E-16,89.99,1.66,0.260965,89.99,0.000615929,8.44E-16,89.99,2.19,0.278455,89.99,89.99,89.99,89.99,3.6,0.743171,89.99,89.99,89.99,89.99,4.5,1.009682,89.99,89.99,89.99,89.99,5.8,1.391189,89.99,89.99,89.99,89.99,8,2.831177,89.99,0.000487435,4.34E-16,8.82E-17,3.368,0.635793,0.080328671,0.000241096,1.57E-16,4.20E-17,4.618,1.107319,0.103182009,0.000344749,8.56E-17,6.27E-17,12.082,6.275804,0.238606609,0.002429753,3.28E-16,89.99,22.194,4.739734,89.99,1.20E-15,89.99,1.1,0.3885632,2.446601288,8.665882342,463321381.3,5.379402832,239553.6717
296.21816,O,C/O,0.079565872,19.269,0.117,16.1,89.99,15.53,89.99,15.02,89.99,14.29,0.05,14.21,0.05,14.02,0.04,13.84,0.03,14.894,0.045,14.649,0.071,12.042,89.99,7.456,0.167,22.138,0.029,22.118,22.037,22.037,7.47E-05,2.99E-16,6.39E-17,0.75,0.12533,0.084185297,0.000578746,1.39E-15,89.99,1.25,0.214914,89.99,0.00070194,1.27E-15,89.99,1.66,0.260965,89.99,0.000654531,8.97E-16,89.99,2.19,0.278455,89.99,0.000540196,4.50E-16,1.02E-16,3.6,0.743171,0.088645028,0.000372004,2.48E-16,6.06E-17,4.5,1.009682,0.094950851,0.000283595,1.47E-16,3.75E-17,5.8,1.391189,0.098941288,0.000188906,7.08E-17,2.59E-17,8,2.831177,0.135417991,0.000341285,3.04E-16,6.29E-17,3.368,0.635793,0.081626176,0.000237351,1.54E-16,4.14E-17,4.618,1.107319,0.103182009,0.000482951,1.20E-16,89.99,12.082,6.275804,89.99,0.008708876,1.18E-15,3.30E-16,22.194,4.739734,0.107331843,1.78E-15,1.81E-15,1.08,0.37999,2.398777684,8.68618368,485493790.9,5.385260327,242806.5101
296.198029,C,C,0.087826809,20.442,0.046,17.406,89.99,16.479,89.99,15.51388,89.99,15.09,0.04,15.25,0.07,15.03,0.06,14.56,0.06,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,2.54E-05,1.01E-16,1.88E-17,0.75,0.12533,0.073904001,0.000173815,4.17E-16,89.99,1.25,0.214914,89.99,0.000292887,5.29E-16,89.99,1.66,0.260965,89.99,0.000339727,4.65E-16,89.99,2.19,0.278455,89.99,0.000258554,2.15E-16,4.79E-17,3.6,0.743171,0.087226269,0.000142741,9.52E-17,2.40E-17,4.5,1.009682,0.097733966,0.000111866,5.79E-17,1.53E-17,5.8,1.391189,0.101699028,9.73E-05,3.65E-17,1.38E-17,8,2.831177,0.139216794,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,6.80E-16,89.99,1.1,0.31701264,2.074973908,8.850942226,709483379.3,5.4433276,277541.2884
296.19858,LPV,C/O,0.089028683,21.428,0.096,18.91,89.99,17.07,89.99,14.5946,89.99,13.11,0.04,12.57,0.04,11.96,0.03,11.61,0.03,13.62,0.031,12.704,0.028,11.635,0.364,8.811,89.99,89.99,89.99,89.99,89.99,89.99,1.02E-05,4.09E-17,8.40E-18,0.75,0.12533,0.081169616,4.35E-05,1.04E-16,89.99,1.25,0.214914,89.99,0.000169942,3.07E-16,89.99,1.66,0.260965,89.99,0.00042848,5.87E-16,89.99,2.19,0.278455,89.99,0.001601591,1.33E-15,2.97E-16,3.6,0.743171,0.087226269,0.001684799,1.12E-15,2.70E-16,4.5,1.009682,0.093552576,0.001891027,9.78E-16,2.46E-16,5.8,1.391189,0.097555823,0.001473142,5.52E-16,2.02E-16,8,2.831177,0.135417991,0.001103359,9.83E-16,1.98E-16,3.368,0.635793,0.079606156,0.001423608,9.25E-16,2.32E-16,4.618,1.107319,0.097251491,0.000702592,1.74E-16,1.16E-16,12.082,6.275804,0.221423158,0.002500127,3.38E-16,89.99,22.194,4.739734,89.99,2.00E-15,3.10E-15,1.1,0.4699458,2.950840938,8.473168346,297281816.2,5.36015909,229170.6991
296.164886,C,C,0.083023533,20.289,0.031,17.017,89.99,16.028,89.99,14.76332,89.99,14.63,0.05,14.7,0.04,14.79,0.02,14.28,0.08,14.608,0.037,14.583,0.066,12.016,89.99,8.236,89.99,89.99,89.99,89.99,89.99,89.99,2.92E-05,1.17E-16,2.10E-17,0.75,0.12533,0.0717004,0.000248707,5.97E-16,89.99,1.25,0.214914,89.99,0.000443711,8.02E-16,89.99,1.66,0.260965,89.99,0.000618772,8.48E-16,89.99,2.19,0.278455,89.99,0.000394959,3.29E-16,7.45E-17,3.6,0.743171,0.088645028,0.000236891,1.58E-16,3.80E-17,4.5,1.009682,0.093552576,0.00013954,7.22E-17,1.79E-17,5.8,1.391189,0.096165924,0.000125963,4.72E-17,1.82E-17,8,2.831177,0.141730994,0.000444137,3.96E-16,8.05E-17,3.368,0.635793,0.08047303,0.000252226,1.64E-16,4.36E-17,4.618,1.107319,0.10249656,0.000494656,1.23E-16,89.99,12.082,6.275804,89.99,0.004245825,5.74E-16,89.99,22.194,4.739734,89.99,1.25E-15,89.99,1.1,0.42321036,2.649783308,8.583837868,383564025.2,5.362079308,230186.213
296.18801,O,C/O,0.082177672,21.112,0.088,15.68,89.99,15.19,89.99,14.61,89.99,13.84,0.04,13.82,0.05,13.53,0.09,13.21,0.04,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,89.99,1.37E-05,5.47E-17,1.11E-17,0.75,0.12533,0.080015255,0.000852096,2.05E-15,89.99,1.25,0.214914,89.99,0.000960063,1.74E-15,89.99,1.66,0.260965,89.99,0.00095484,1.31E-15,89.99,2.19,0.278455,89.99,0.00081762,6.81E-16,1.52E-16,3.6,0.743171,0.087226269,0.00053278,3.55E-16,8.68E-17,4.5,1.009682,0.094950851,0.000445346,2.30E-16,6.35E-17,5.8,1.391189,0.105803081,0.000337477,1.27E-16,4.68E-17,8,2.831177,0.136687954,89.99,89.99,89.99,3.368,0.635793,89.99,89.99,89.99,89.99,4.618,1.107319,89.99,89.99,89.99,89.99,12.082,6.275804,89.99,89.99,89.99,89.99,22.194,4.739734,89.99,3.00E-15,3.20E-15,1.07,0.46568,2.921998576,8.48326976,304277444.4,5.359401665,228771.366
